Raza,Foto,Acerca de,Especificidades de la raza,Información clave,Tamaño
Sabueso Austríaco Negro y Fuego,https://cdn.royalcanin-weshare-online.io/_CLMxWoBaxEApS7LxhuV/v1/bd133bl-hub-austrian-black-and-tan-hound-adult-standing?w=320&fm=jpg&auto=compress,"El Sabueso Austríaco Negro y Fuego posee un gran olfato que le permite seguir el rastro de las presas, sobre todo de las liebres. Se mueve con elegancia y es capaz de recorrer grandes distancias. Se lo considera el verdadero descendiente del Sabueso Celta, pero como ocurre con todas las razas de orígenes remotos, no existe ninguna prueba de su existencia hasta mediados del siglo XIX, que es cuando empezó la cría controlada de perros. Es un perro de tamaño mediano con un cuerpo alargado y flexible. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Austria Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Equilibrado / Tranquilo / Trabajador, - Le encanta cazar - Paciente con niños y otros animales - Necesita mucho ejercicio,M (11-25 kg)
Sabueso Bávaro de Montaña,https://cdn.royalcanin-weshare-online.io/1Ppb-WYBIYfdNSoC8wlp/v1/dog-illustrations-grey-01?w=320&fm=jpg&auto=compress,"El Sabueso Bávaro de Montaña es un perro tranquilo y equilibrado que establece una relación muy estrecha con su propietario y se mantiene distante con los desconocidos. Todos los perros de rastreo y correa provienen de antiguos perros de caza o bracos. Estos pura raza tienen un ladrido penetrante y un sentido del olfato muy desarrollado para la caza, que les permite seguir el rastro de presas de cualquier tamaño con gran fiabilidad. Originalmente, se ponía a la cabeza de la jauría a los perros más fiables y persistentes para que siguieran el rastro de las presas heridas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Equilibrado / Tranquilo / Leal / Seguro, - Requiere cuidados mínimos - Necesita mucho ejercicio - Necesita poco entrenamiento,M (11-25 kg)
Sabueso bosnio de pelo duro,https://cdn.royalcanin-weshare-online.io/DyLVxWoBaxEApS7LmxxC/v1/bd149bl-hub-bosnian-broken-haired-hound-called-barak-adult-standing?w=320&fm=jpg&auto=compress,"Esta raza, inicialmente registrada por la FCI en junio de 1965 como ""sabueso de Iliaria"", tiene ahora un nuevo nombre, sabueso bosnio de pelo duro, aunque el estándar sigue siendo prácticamente el mismo. Son perros robustos con un largo pelaje de color tierra grisáceo o amarillo rojizo y con las patas blancas. Sus tupidas cejas le dan una expresión seria y severa pero alegre. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Bosnia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Alegre / Seguro / Alerta, - Requiere cuidados mínimos - Disfruta del entrenamiento - Necesita un propietario con algo de experiencia,M (11-25 kg)
Sabueso de Halden,https://cdn.royalcanin-weshare-online.io/d_rNsmoBIYfdNSoC3Rjs/v3/bd213bl-hub-halden-hound-adult-standing?w=320&fm=jpg&auto=compress,"Los sabuesos de Halden pertenecen a una raza leal y dócil. Estas cualidades, junto con su facilidad para el entrenamiento y su temperamento afable, los convierten en muy buenos perros de compañía con los que es fácil convivir. Se cree que algunos foxhounds, beagles y otros sabuesos importados fueron cruzados con los perros locales para crear los sabuesos de Halden, que deben su nombre a una ciudad situada al sudeste de Noruega, cerca de la frontera sueca. La mayor parte de los perros de esta raza se siguen encontrando en esta región. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Noruega Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Cariñoso / Independiente / Equilibrado / Fuerte, - Requiere cuidados mínimos - Necesita mucho ejercicio - Necesita un dueño con experiencia,M (11-25 kg)
Sabueso de Hannover,https://cdn.royalcanin-weshare-online.io/ePrOsmoBIYfdNSoCgRgN/v1/bd215bl-hub-hanoverian-scent-hound-adult-standing?w=320&fm=jpg&auto=compress,"Con solo mirarlo, ya se aprecia que el sabueso de Hannover es un perro entusiasmado por el trabajo. Estos son perros fuertes y bien proporcionados.. El pecho ancho y profundo alberga los grandes pulmones necesarios para participar en persecuciones largas y agotadoras. El sabueso de Hannover tiene una frente ligeramente arrugada y unos ojos oscuros y muy vivos, lo cual le confiere una mirada muy característica. El pelaje es predominantemente rojo y va desde el color beige claro hasta el atigrado oscuro, incluso a veces casi negro. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 10–14 años Personalidad: Tranquilo / Leal / Tranquilo / Sensible / Equilibrado, - Dócil con los niños - Requiere cuidados mínimos - Necesita ejercicio moderado,M (11-25 kg)
Sabueso de Hygen,https://cdn.royalcanin-weshare-online.io/fPrPsmoBIYfdNSoCwhgu/v5/bd219bl-hub-hygen-hound-adult-standing?w=320&fm=jpg&auto=compress,"Los Sabuesos de Hygen son particularmente poco comunes, especialmente fuera de Noruega, donde se crían para condiciones muy específicas. Los Sabuesos de Hygen son perros de caza de tamaño mediano, constitución sólida y compacta, con cuerpo rectangular y espalda firme. Esta raza, creada por primera vez en el siglo XIX a partir de varios perros de caza, como los alemanes, es muy noruega. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Noruega Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Cariñoso / Obediente / Leal, - Requiere cuidados mínimos - La educación deberá comenzar pronto - Requiere espacio exterior,M (11-25 kg)
Sabueso de Istria de pelo corto,https://cdn.royalcanin-weshare-online.io/mGnRsmoBG95Xk-RBQvaE/v1/bd225bl-hub-istrian-short-haired-hound-adult-standing?w=320&fm=jpg&auto=compress,"El Sabueso de Istria de pelo corto es un excepcional sabueso rastreador, especializado en liebres y zorros, pero también es excelente como perro de correa. Está perfectamente adaptado a las vastas y amplias tierras de Istria, de donde procede. Este sabueso de rastreo de apariencia noble tiene un pelaje blanco con manchas de color naranja amarillento, fino y suave y una cabeza larga y estrecha. Las orejas también pueden estar moteadas con manchas de color naranja. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Croacia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Alerta / Tranquilo / Dócil / Tranquilo / Alegre / Obediente, - Disfruta del entrenamiento - Requiere cuidados mínimos - Requiere espacio exterior,M (11-25 kg)
Sabueso de Istria de Pelo Duro,https://cdn.royalcanin-weshare-online.io/gvrRsmoBIYfdNSoCvhjD/v1/bd226bl-hub-istrian-wire-haired-hound-adult-standing?w=320&fm=jpg&auto=compress,"El Sabueso de Istria de Pelo Duro se especializa en liebres y zorros, aunque también se puede emplear como sabueso rastreador. Físicamente, se adapta bien al terreno de la península de Istria. Este sabueso croata es tranquilo, dócil, suave y muy apegado a sus propietarios, y está hecho para cazar. El pelaje largo y erizado es blanco como la nieve, con marcas de color naranja amarillento y cejas espesas. Tiene una expresión seria y sombría, y una voz fuerte. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Croacia Categoría de tamaño: Mediano Esperanza de vida promedio: 11–12 años Personalidad: Dócil / Equilibrado / Leal / Obediente, - Le encanta cazar - Necesita poco entrenamiento - Necesita cuidados moderados,M (11-25 kg)
Sabueso de Montaña de Montenegro,https://cdn.royalcanin-weshare-online.io/qGnZsmoBG95Xk-RBm_ZM/v5/bd248bl-hub-montenegrin-mountain-hound-adult-standing?w=320&fm=jpg&auto=compress,"Los Sabuesos de Montaña de Montenegro son perros bien equilibrados que establecen un gran vínculo con su propietario o propietaria, lo que los convierte en compañeros fiables. El parentesco del Montenegro con otros perros de los Balcanes es indiscutible. En el pasado, a veces se le conocía por el nombre de Perro Negro. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Montenegro Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Tranquilo / Dócil / Leal / Equilibrado, - Requiere cuidados mínimos - Dócil con los niños - Requiere espacio exterior,M (11-25 kg)
Sabueso de Posavatz,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"El posavatz, el sabueso rastreador de Save Valley, es una raza antigua de sabuesos que desciende de un tipo del ""sabueso de Iliria rojizo con manchas"". El sabueso de Posavatz es dócil y afable y está muy apegado a su propietario. Es un perro alegre al que le encanta cazar. Son sabuesos rastreadores muy resistentes especializados en liebres y zorros, aunque también pueden usarse en otras tareas. Su constitución robusta los hace muy aptos para la maleza espesa de la cuenca del río Sava. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Croacia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Tranquilo / Dócil / Equilibrado / Obediente, - Requiere cuidados mínimos - Disfruta del entrenamiento - Requiere espacio exterior,M (11-25 kg)
Sabueso de Sangre de Baviera,https://cdn.royalcanin-weshare-online.io/2yIuxWoBaxEApS7Lsht6/v1/bd177bl-hub-german-hound-adult-standing?w=320&fm=jpg&auto=compress,"El Sabueso de Sangre de Baviera es un perro de caza esbelto y de aspecto elegante, pero también muy fuerte y, en comparación con el resto de su cuerpo, su cola es notablemente gruesa. Su carácter cariñoso y equilibrado los convierte en excelentes mascotas para la familia, aunque necesitan un propietario con cierta experiencia en el cuidado de este tipo de perros. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Cariñoso / Equilibrado, - Requiere cuidados mínimos - Un gran perro para una familia - Necesita un propietario con algo de experiencia,M (11-25 kg)
Sabueso de Schiller,https://cdn.royalcanin-weshare-online.io/vGnpsmoBG95Xk-RBPvbq/v1/bd290bl-hub-schillerstovare-adult-standing?w=320&fm=jpg&auto=compress,"Los Sabuesos de Schiller son animales bien proporcionados, musculosos y nobles que exudan velocidad y fuerza. Además, tienen una actitud alegre y atenta. Su naturaleza obediente e inteligente se traduce en que son dóciles con niños y, con la educación apropiada, se adaptarán fácilmente al hogar familiar. Bien proporcionado, con un cuerpo ligeramente rectangular, musculoso y noble, el Sabueso de Schiller da sensación de velocidad y fuerza. Su pelaje es de color tostado con manto negro. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Suecia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–13 años Personalidad: Seguro / Tranquilo / Inteligente / Obediente / Tranquilo / Equilibrado, - Requiere cuidados mínimos - Dócil con los niños - Necesita mucho ejercicio,M (11-25 kg)
Sabueso de Småland,https://cdn.royalcanin-weshare-online.io/lvrksmoBIYfdNSoCzRjK/v3/bd301bl-hub-smalandsstovare-adult-standing?w=320&fm=jpg&auto=compress,"Esta raza corresponde a un sabueso resistente y versátil, que se utiliza principalmente para cazar zorros y liebres. Tradicionalmente, también se ha utilizado para distintos tipos de presas pequeñas, pero nunca para ciervos. La provincia de Småland albergó a una gran variedad de perros en el siglo XIX. Algunos de ellos eran de origen alemán, polaco y báltico, y habían llegado a Suecia con soldados que regresaban de una de las muchas guerras que devastaron a Europa en el siglo XVII. Estos perros de caza se cruzaron con perros de granja locales de tipo spitz, y con sabuesos ingleses. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Suecia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Cariñoso / Tranquilo / Afable / Inteligente / Obediente, - Requiere cuidados mínimos - Necesita mucho ejercicio - Un gran perro guardián,M (11-25 kg)
Sabueso de Westfalia,https://cdn.royalcanin-weshare-online.io/eGnEsmoBG95Xk-RBL_ZD/v1/bd324bl-hub-westphalian-dachsbracke-adult-standing?w=320&fm=jpg&auto=compress,"Este perro alegre y de buen carácter se adapta muy bien a la vida familiar con otros miembros de la misma raza. De hecho, son compañeros encantadores a los que les encanta jugar con niños. Se le considera una versión más pequeña del Sabueso Alemán, y obtuvo su propio estándar en 1910. Coincide con el perro más grande en todos los puntos fundamentales, pero da la impresión de ser más compacto y más potente. El Sabueso de Westfalia tiene una expresión leal, afable, seria y atenta. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Alerta / Afable / Leal / Equilibrado, - Un gran perro para una familia - Paciente con niños y otros animales - Requiere cuidados mínimos,M (11-25 kg)
Sabueso del Tirol,https://cdn.royalcanin-weshare-online.io/fWnFsmoBG95Xk-RBOvZ3/v1/bd320bl-hub-tyrolean-hound-adult-standing?w=320&fm=jpg&auto=compress,"Estos sabuesos de buen caracter, con un olfato muy desarrollado y un excelente sentido de la orientación son cazadores entusiastas que siguen el camino por su propia cuenta. Los Sabuesos del Tirol son perros de tamaño mediano, bastante robustos, trabajadores y de carácter equilibrado, por lo que son excelentes cazadores. Por su naturaleza alerta, también se los considera grandes guardianes. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Austria Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Equilibrado / Trabajador / Independiente, - Requiere cuidados mínimos - Un gran perro guardián - Requiere espacio exterior,M (11-25 kg)
Sabueso eslovaco,https://cdn.royalcanin-weshare-online.io/tmnlsmoBG95Xk-RBYPby/v1/bd299bl-hub-slovakian-hound-adult-standing?w=320&fm=jpg&auto=compress,"El valor y la frialdad se encuentran entre los rasgos más apreciados del Sabueso eslovaco, que se utiliza en su país natal para seguir el rastro de jabalíes y carnívoros. Siempre de color negro sólido con marcas de color canela, a pesar de su estatura bastante reducida, los Sabuesos eslovacos tienen huesos macizos, y una complexión rectangular alargada. Son perros alegres con un extraordinario sentido de la orientación. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Eslovaquia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Independiente / Inteligente / Alegre, - Necesita cuidados moderados - Requiere espacio exterior - Un gran perro guardián,M (11-25 kg)
Sabueso Español,https://cdn.royalcanin-weshare-online.io/r2ngsmoBG95Xk-RBffYG/v1/bd308bl-hub-spanish-hound-adult-standing?w=320&fm=jpg&auto=compress,"El Sabueso Español es un perro cariñoso y tranquilo que demuestra una bravura poco habitual al seguir la pista a presas grandes. Su especialidad es la caza menor, pero no se amedrenta ante animales de mayor tamaño, como jabalíes, ciervos, corzos, zorros, lobos u osos. Esta raza de tamaño mediano con largas orejas, tiene una estructura ósea compacta y robustas extremidades. Su expresión es tierna, triste y noble. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: España Categoría de tamaño: Mediano Esperanza de vida promedio: 10–13 años Personalidad: Cariñoso / Tranquilo / Seguro / Tranquilo, - Requiere espacio exterior - Necesita poco entrenamiento - Requiere cuidados mínimos,M (11-25 kg)
Sabueso estirio de pelo duro,https://cdn.royalcanin-weshare-online.io/bPrIsmoBIYfdNSoCKRgo/v5/bd311bl-hub-coarse-haired-styrian-hound-adult-standing?w=320&fm=jpg&auto=compress,"Los Sabuesos estirios de pelo duro son perros de tamaño mediano, de construcción sólida y con una expresión seria, aunque no agresiva. Por encima de todo, son cazadores entusiastas y rastreadores firmes y determinados que ladran constantemente. Gracias a su manto grueso, los estirios puedan trabajar sean cuales sean las condiciones meteorológicas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Austria Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Cariñoso / Dócil / Independiente / Sociable, - Necesita cuidados moderados - Necesita un dueño con experiencia - La educación deberá comenzar pronto,M (11-25 kg)
Sabueso finlandés,https://cdn.royalcanin-weshare-online.io/wCJ8wWoBaxEApS7LJRuh/v1/bd190bl-hub-finnish-hound-adult-sitting?w=320&fm=jpg&auto=compress,"Los sabuesos finlandeses, tranquilos, enérgicos, afables y nada agresivos, son perros de tamaño mediano con un pelaje tricolor. Son fuertes, pero no demasiado corpulentos. Al sabueso finlandés se le reconoció tras la creación del National Kennel Club en 1889. El primer estándar se publicó en 1932 y varios clubes de todo el país trabajaron para desarrollar la raza. Los cruces que se realizaron a principios del siglo pasado dieron lugar a la raza actual.   Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Finlandia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Tranquilo / Afable / Independiente, - Le encanta cazar - La educación deberá comenzar pronto - Necesita mucho ejercicio,M (11-25 kg)
Sabueso griego,https://cdn.royalcanin-weshare-online.io/evrOsmoBIYfdNSoC7xj0/v1/bd216bl-hub-hellenic-hound-adult-standing?w=320&fm=jpg&auto=compress,"Los sabuesos griegos son perros muy fuertes que cazan solos o en manada. Pueden trabajar prácticamente en cualquier terreno, desde llanuras hasta montañas, incluso en los lugares más impracticables, como peñascos rocosos. Como sabuesos, tienen el sentido del olfato muy desarrollado y un ladrido resonante y armonioso. Los entendidos elogian su resistencia y su carácter equilibrado. Son perros de tamaño mediano con un pelaje corto de color negro y fuego, que tienen una larga historia en su país de origen. Es probable que desciendan de perros locales que se mezclaron con sabuesos importados del resto de Europa. La caza sigue siendo el uso más importante que se les da en Grecia a los sabuesos griegos, que no muestran ningún miedo ante un jabalí de más de 90 kilos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Grecia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Cariñoso / Seguro / Alerta / Independiente / Dócil / Inteligente / Leal / Obediente / Tranquilo / Equilibrado / Fuerte, - Requiere cuidados mínimos - Requiere espacio exterior - Necesita mucho ejercicio,M (11-25 kg)
Sabueso italiano de pelo corto,https://cdn.royalcanin-weshare-online.io/1Ppb-WYBIYfdNSoC8wlp/v1/dog-illustrations-grey-01?w=320&fm=jpg&auto=compress,"El sabueso italiano de pelo corto está bien adaptado a los tipos de terreno más diversos. Son animales muy resistentes que pueden correr a gran velocidad y trabajan con entusiasmo, tanto solos como en manada. El audaz sabueso italiano de pelo corto tiene una expresión dócil y un ladrido muy agradable. Desciende claramente de los sabuesos primitivos del antiguo Egipto, que se expandieron por toda la costa mediterránea, incluida Italia, llevados por comerciantes fenicios. Existen muchas representaciones de perros que se parecen mucho al sabueso italiano de pelo corto cerca de varios faraones. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Italia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–14 años Personalidad: Fuerte / Entusiasta / Dócil / Cariñoso, - Requiere cuidados mínimos - Requiere espacio exterior - Le encanta cazar,M (11-25 kg)
Sabueso italiano de pelo duro,https://cdn.royalcanin-weshare-online.io/g_rRsmoBIYfdNSoC4hh-/v1/bd227bl-hub-italian-coarse-haired-hound-adult-standing?w=320&fm=jpg&auto=compress,"En acción, el sabueso italiano de pelo duro usa su cola como timón, subiéndola hasta el nivel del lomo y moviéndola de izquierda a derecha, rozando los flancos a incluso girándola a veces. La cola se considera larga, aunque la punta está muy cerca de la punta del corvejón. En comparación con sus primos de pelo corto, son más tímidos, menos exuberantes, calmados, tranquilos y sensatos. Tienen una expresión afable, dócil y orgullosa, con un velo de reflexión melancólica. Su voz es fuerte y muy armoniosa. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Italia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Fuerte / Tímido / Tranquilo / Equilibrado / Afable / Dócil, - Necesita cuidados moderados - Un gran perro para una familia - Requiere espacio exterior,M (11-25 kg)
Sabueso Noruego,https://cdn.royalcanin-weshare-online.io/rGnbsmoBG95Xk-RBDfbI/v1/bd253bl-hub-norwegian-hound-adult-standing?w=320&fm=jpg&auto=compress,"Los Sabuesos Noruegos están especializados en la caza de liebres. Deben su nombre alternativo, Dunker, a Wilhelm Dunker, que fue quien estableció las características de la raza en el siglo XIX. Rápidos y de olfato fino, es muy fácil convivir con estos perros, que se muestran muy cercanos a su propietario. Desafortunadamente, son muy raros fuera de Noruega. De tamaño mediano y constitución potente, los Sabuesos Noruegos muestran gran resistencia. Tienen un pelaje arlequín muy distintivo, característica que tienen en común con otras razas raras, como por ejemplo, los Pastores de Beauce. Son perros de trabajo de gran energía y vitalidad, capaces de manejarse en diversos tipos de terreno. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Noruega Categoría de tamaño: Mediano Esperanza de vida promedio: 11–14 años Personalidad: Afable / Tranquilo / Fuerte / Sociable / Equilibrado, - Requiere cuidados mínimos - Disfruta del entrenamiento,M (11-25 kg)
Sabueso Serbio,https://cdn.royalcanin-weshare-online.io/u2nnsmoBG95Xk-RBqvb4/v1/bd293bl-hub-serbian-hound-adult-standing?w=320&fm=jpg&auto=compress,"Los Sabuesos Serbios son perros afables, alegres y particularmente persistentes. Se han hecho famosos como perros de caza por su capacidad de obediencia. El carácter tranquilo y sociable del Sabueso Serbio, así como su paciencia con los niños y otros animales, ha hecho que estos perros se hayan adaptado fácilmente a vivir en hogares familiares. Su instinto de caza les hace ideales para propietarios activos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Serbia Categoría de tamaño: Mediano Esperanza de vida promedio: 11–12 años Personalidad: Alerta / Equilibrado / Sociable, - Requiere cuidados mínimos - Necesita un propietario con algo de experiencia - Paciente con niños y otros animales,M (11-25 kg)
Sabueso Suizo,https://cdn.royalcanin-weshare-online.io/avrFsmoBIYfdNSoC_hh6/v1/bd315bl-hub-swiss-hound-adult-standing?w=320&fm=jpg&auto=compress,"Los Sabuesos Suizos son cazadores alegres y entusiastas que muestran un carácter simpático, dócil y de gran lealtad a sus propietarios. Son perros de tamaño mediano con buena constitución, y ponen de manifiesto su vigor y resistencia. El hocico largo y la cabeza con largas orejas le confieren un aire de nobleza. Estos pequeños perros de caza cazan liebres, corzos, zorros y, a veces, jabalíes. Trabajan de forma independiente, ladrando y exhibiendo una gran habilidad incluso en terrenos montañosos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Suiza Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Cariñoso / Afable / Dócil / Leal / Tranquilo / Sensible, - Necesita cuidados moderados - Paciente con niños y otros animales - Necesita mucho ejercicio,M (11-25 kg)
Sabueso Tricolor Serbio,https://cdn.royalcanin-weshare-online.io/mfrnsmoBIYfdNSoCNBjw/v1/bd294bl-hub-serbian-tricolour-hound-adult-standing?w=320&fm=jpg&auto=compress," Los Sabuesos Tricolor Serbios son perros bien proporcionados. De tamaño mediano y constitución robusta, son valorados por su carácter, vivacidad y energía. Al igual que sus primos balcánicos, son fieles, afables, seguros de sí mismos y notablemente obstinados. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Serbia Categoría de tamaño: Mediano Esperanza de vida promedio: 11–12 años Personalidad: Alerta / Leal / Equilibrado / Sociable / Fuerte / Alegre, - Requiere cuidados mínimos - Requiere espacio exterior - Un gran perro guardián,M (11-25 kg)
Saluki,https://cdn.royalcanin-weshare-online.io/PPoux2oBIYfdNSoCZhmB/v3/bd100bl-hub-saluki-adult-standing?w=320&fm=jpg&auto=compress,"Hay muchas variedades de saluki. Esto se debe al lugar que ocupa esta raza en la tradición árabe y la inmensidad de la región de Oriente Medio, donde cada tribu criaba su propio tipo.  Se considera que los salukis tienen un comportamiento similar a los gatos. Son tímidos con los extraños, solemnes, inteligentes y relativamente independientes. A pesar de ello, los salukis son perros increíblemente leales que se adaptan fácilmente a cualquier entorno doméstico. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Oriente Medio Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Tímido / Inteligente / Independiente / Seguro, - Necesita cuidados moderados - Necesita poco entrenamiento - Requiere espacio exterior,M (11-25 kg)
Samoyedo,https://cdn.royalcanin-weshare-online.io/JyIux2oBaxEApS7Lvhzz/v3/bd101bl-hub-samoyed-adult-standing?w=320&fm=jpg&auto=compress,"Estos spitz árticos, blancos y de tamaño mediano rebosan potencia, resistencia, encanto, agilidad y seguridad en sí mismos. Los samoyedos nunca se muestran tímidos o especialmente reservados con desconocidos, por lo que no resultan muy adecuados como perros guardianes.  Los samoyedos son perros inteligentes y un tanto traviesos que requieren un propietario con algo de experiencia. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Rusia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Equilibrado / Alerta / Afable / Alegre / Seguro / Sociable, - Necesita cuidados moderados - Disfruta del entrenamiento - Necesita un propietario con algo de experiencia,M (11-25 kg)
Schapendoes neerlandés,https://cdn.royalcanin-weshare-online.io/vWnpsmoBG95Xk-RBq_bQ/v1/bd289bl-hub-dutch-schapendoes-adult-standing?w=320&fm=jpg&auto=compress,"El schapendoes neerlandés es un perro que se usaba y todavía se usa para el pastoreo de rebaños de ovejas. Puesto que las zonas de pastoreo de las ovejas se encuentran principalmente en áreas tranquilas en el campo, es necesario para el schapendoes neerlandés contar con una gran resistencia, movilidad y velocidad. P.M.C. Toepoel fundó el moderno schapendoes neerlandés, generando interés en la raza virtualmente extinta durante la Segunda Guerra Mundial antes de hacer decididos esfuerzos para regenerarla durante los años siguientes. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Países Bajos Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Cariñoso / Seguro / Alerta / Seguro / Afable / Inteligente / Leal / Equilibrado, - Un gran perro para una familia - Necesita ejercicio moderado,M (11-25 kg)
Schnauzer,https://cdn.royalcanin-weshare-online.io/MCIxx2oBaxEApS7L8RwQ/v1/bd109bl-hub-schnauzer-adult-lying-down?w=320&fm=jpg&auto=compress,"Las versiones miniatura y gigante se derivan de la variedad estándar de Schnauzer. El hermano mayor, ya sea negro, o de color sal y pimienta, tiene un carácter bueno y dócil.  Los Schnauzers son perros alegres y leales, y muy cariñosos con los niños. Sus sentidos están muy desarrollados y siempre están en alerta, aunque no ladran mucho. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 13–16 años Personalidad: Alegre / Cariñoso / Juguetón / Leal / Alerta / Tranquilo / Inteligente / Seguro / Fuerte / Trabajador, - Requiere muchos cuidados - Un gran perro guardián - Un gran perro para una familia,M (11-25 kg)
Setter Inglés,https://cdn.royalcanin-weshare-online.io/KCLJHWsBaxEApS7L7h0a/v1/bd59bl-hub-english-setter-adult-standing?w=320&fm=jpg&auto=compress,"Los Setter Ingleses son perros elegantes de tamaño mediano, características que les han hecho ganar admiradores en todo el mundo. Estos perros de familia son amables, cariñosos y sociables.  Cazadores activos altamente cualificados, son perros excepcionalmente afables y de carácter muy dócil. Estarán encantados de participar en casi cualquier actividad física, desde largas caminatas hasta pruebas de resistencia y agilidad. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Alegre / Afable / Cariñoso, - Requiere mucho entrenamiento - Requiere espacio exterior - Requiere muchos cuidados,M (11-25 kg)
Setter Irlandés,https://cdn.royalcanin-weshare-online.io/FCIlx2oBaxEApS7LwBz5/v1/bd75bl-hub-irish-red-setter-adult-standing?w=320&fm=jpg&auto=compress,"Los Setters Irlandeses son perros rápidos y atléticos que han ido ganando popularidad gracias a su naturaleza alegre, inteligente, enérgica, cariñosa y leal. Estos animales, que inicialmente se criaron como perros de caza en su país natal, ahora son perros familiares populares en todo el mundo y excelentes compañeros tanto para adultos como para niños. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Irlanda Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Entusiasta / Inteligente / Alegre / Cariñoso / Leal / Fuerte / Trabajador, - Necesita cuidados moderados - Requiere espacio exterior - Disfruta del entrenamiento,M (11-25 kg)
